id,name,address,birthdate,nationality,ownership_percentage,type
2497,Ashley Foster,"9557 Bridget Tunnel Suite 046
North Amystad, PR 89713",2008-08-01,Congo,8.23,Company
2498,Rebecca Alvarez,"518 Shawn Place Suite 441
South Kelly, DE 12233",1918-04-29,Mayotte,7.78,Person
2499,Yvonne Vasquez MD,"3220 Schultz Row
Brendachester, SC 37032",1980-01-22,South Africa,11.91,Person
2500,Kristin Murphy,"9371 Perry Grove Apt. 445
North Ashleyton, PA 25241",1926-04-27,Puerto Rico,5.94,Company
2501,Gina Nelson,"PSC 2771, Box 2260
APO AA 20058",2009-11-02,Rwanda,98.61,Company
2502,Karen Hansen,"7861 Mark Plaza Apt. 066
Martinezshire, IA 47556",1988-12-26,North Macedonia,23.85,Company
2503,Sandra Carpenter,"96214 Peter Stravenue Suite 703
South Deborahtown, GA 27172",1969-06-20,Sweden,37.63,Company
2504,Shannon Garcia,"Unit 8654 Box 5003
DPO AE 79684",1988-07-16,Czech Republic,34.01,Company
2505,Ryan Anderson,"861 Smith Rapids Apt. 681
Seanville, FL 12327",2007-04-14,Myanmar,91.08,Person
2506,Patricia Martin,"2389 Brian Knoll Suite 159
Schneiderport, SC 13516",2003-04-03,United Arab Emirates,20.38,Person
2507,Zoe Booker,"2391 Dustin Knoll
Leeborough, AR 62080",1949-08-12,Palau,46.09,Company
2508,Carrie Hoover,"13954 Taylor Island
Lopezchester, ID 67901",1933-11-17,South Africa,44.04,Person
2509,Samantha Turner,"2476 Jamie Centers
New Travisburgh, AK 59618",1955-09-09,Turks and Caicos Islands,28.37,Company
2510,Melissa Munoz,"10677 Perry Street
New Michaelstad, TX 83587",1977-03-31,Wallis and Futuna,10.5,Company
2511,Robert Davis,"00247 Garcia Isle Suite 101
South Davidstad, NH 25670",1946-12-05,Belize,4.6,Person
2512,Lori Johnson,"165 Sara Drive Suite 852
Paigeville, VA 87293",1938-05-25,Saudi Arabia,55.3,Person
2513,Sarah Morales,"77984 Sullivan Spring
Port Tiffany, MO 53306",1909-08-14,Bhutan,91.11,Company
2514,Lauren Macias,"278 Robert Hill
Nathanberg, VT 87106",1933-01-05,Afghanistan,43.55,Person
2515,Jennifer Clark,"PSC 4683, Box 2359
APO AE 46276",1951-06-15,Brunei Darussalam,50.78,Person
2516,Jessica Reyes,"Unit 1548 Box 7274
DPO AA 33283",1956-04-02,Korea,2.7,Company
2517,Emily Hall,"773 Chase Creek Apt. 063
Smithville, FM 74398",1998-06-14,Benin,37.91,Company
2518,Maria Fisher,"782 Contreras Summit Suite 722
North Sandra, WI 23409",1934-07-13,Monaco,41.22,Company
2519,Monica Crawford,"876 Terry Shoal
South Joseph, ID 02520",1969-09-09,Jersey,65.04,Company
2520,Ryan Frazier,"Unit 4854 Box 8257
DPO AA 55282",1953-05-09,Indonesia,43.42,Company
2521,Kari Webb,"86154 Best Hollow
Lake William, AL 91710",2023-10-13,Bulgaria,5.13,Company
2522,Nancy Schneider,"7045 Anthony Plaza
East Stephanieside, NC 40484",1911-06-07,Singapore,98.81,Company
2523,James Payne,"62046 Williams Loaf
Cynthialand, MD 38516",2007-04-21,Croatia,65.13,Company
2524,Michael Frederick,"468 Goodwin Passage Apt. 207
West Meaganborough, NC 71709",2012-04-10,Croatia,60.04,Company
2525,Timothy Smith,"48186 Michelle Locks
Port Danaside, LA 98305",2012-07-14,Cyprus,50.4,Company
2526,Paula Smith,"324 Angela Junctions
Whiteberg, ID 47422",1986-09-12,Gibraltar,22.52,Person
2527,Natasha White,"605 Jessica Radial
North Peterside, CO 33120",1946-01-28,Tajikistan,82.45,Company
2528,Thomas Parker,"23584 Campbell Ford Apt. 894
West Natalieside, CA 73691",2008-10-13,United Kingdom,98.54,Company
2529,Jennifer Nguyen,"76032 Justin Summit Suite 335
Nelsonhaven, AZ 13731",1996-06-25,Benin,36.78,Company
2530,Bradley Harris,"15115 Gonzalez Station Apt. 938
Garciabury, NC 21893",2017-01-16,Antigua and Barbuda,90.01,Person
2531,Jennifer Sheppard,"43716 Smith Knoll
Davisville, IL 09579",1930-06-30,Romania,26.8,Person
2532,Nicholas Simpson,"5335 Fletcher Meadow
Shellytown, MH 70322",1968-12-29,Cameroon,24.18,Person
2533,Jackie Garcia,"4566 Greer Way Apt. 746
Thomasview, WY 34755",1980-02-03,French Guiana,78.44,Person
2534,Steven Mckinney,"USS Kent
FPO AP 72406",1919-01-05,Belgium,19.33,Person
2535,Kevin Hawkins,"00044 Smith Square
Foxfort, ID 21276",1984-08-31,Uganda,97.29,Person
2536,Dana Davis,"77904 Clements Street
North Julia, KY 61485",1929-04-16,Israel,2.46,Person
2537,Amber Warren,"351 Alison Garden
West Lisa, MO 46012",1920-02-18,Croatia,42.58,Person
2538,David Goodwin,"15443 Troy Greens Apt. 041
Morrisonshire, GA 22300",1964-07-21,Tonga,54.41,Person
2539,Dr. Krista Wright,"2025 Vega Forest Apt. 509
Matthewschester, MD 90344",2007-11-10,Peru,24.29,Person
2540,Debbie Rice DVM,"4218 Garcia Pike
New Lisabury, CO 91190",1969-08-26,Fiji,9.35,Company
2541,Leslie Hunt,"9063 Sheri Branch
Donview, WA 49845",1981-09-05,Guernsey,71.54,Person
2542,Danielle Thomas PhD,"7430 Eaton Corners
Michaelville, NH 47307",1931-06-02,Haiti,37.82,Person
2543,William Sparks,"54570 Clayton Plaza Apt. 095
Stephaniemouth, WI 73135",1929-11-22,Eritrea,51.78,Company
2544,Christopher Daniels II,"359 Justin Fork Apt. 904
South Williamhaven, NV 03493",1911-04-30,Mauritius,76.23,Person
2545,Jessica Norris,"57693 Harrell Via
Lake Danielle, VI 46086",1936-07-22,Poland,10.67,Company
2546,Sharon Ford,"84826 Curry Corner
Vasquezhaven, IA 98858",2016-09-23,Swaziland,30.75,Company
2547,Victoria Robinson,"98971 Jeff Locks
East Jenny, NV 32251",1922-10-16,Yemen,40.07,Person
2548,John Schultz,"8058 Shelley Lake Suite 410
Smithview, NJ 83627",1952-06-29,Oman,26.37,Person
2549,Cameron Schroeder,"91351 Flores Terrace Suite 240
West Justin, CT 23002",2000-05-17,Tajikistan,23.45,Company
2550,Henry Huffman,"Unit 9427 Box 5471
DPO AA 79971",1935-12-26,El Salvador,57.42,Person
2551,Michael Cisneros,"9192 John Parks Apt. 509
Port Cynthiachester, HI 42630",1947-07-17,Tonga,36.59,Company
2552,Jessica Hurst,"799 Michael Harbors Suite 253
Gonzalesborough, MO 27004",1998-10-11,Estonia,25.06,Person
2553,Theresa Allen,"755 Snow Drive Apt. 378
Michaelmouth, OH 67174",1913-08-07,Syrian Arab Republic,24.01,Person
2554,Maria Bell,"Unit 5017 Box 0609
DPO AE 61838",2017-05-16,Guadeloupe,27.05,Company
2555,James Allen,"PSC 1718, Box 2584
APO AP 04778",2010-10-31,Fiji,56.28,Person
2556,Kathleen Thompson,"97824 Jodi Haven Suite 865
Dicksonport, AS 51020",1967-07-28,Finland,71.67,Company
2557,Jesse Salas,"60335 Harris Trafficway Apt. 471
Christopherfurt, GA 48071",1953-03-06,Saint Vincent and the Grenadines,77.46,Company
2558,April Wiggins,"Unit 3009 Box 8511
DPO AP 87726",1942-04-06,Burundi,86.73,Company
2559,Rebecca Keller,"USNS Anderson
FPO AA 30961",1926-07-05,Jamaica,63.98,Company
2560,Walter Solis,"76261 Susan Corners Suite 809
Gibbsbury, WI 98230",1952-11-16,Saint Martin,24.52,Company
2561,Robin Glass,"66660 King Landing
West Rachael, MH 88673",1947-09-18,Cook Islands,96.54,Company
2562,Amber Rodriguez,"2224 Harris Mall
New Taylor, NE 06225",1938-05-10,Greece,74.86,Company
2563,Charles Kelly II,"769 Collins Centers Suite 237
North Danielville, MA 02401",2017-07-22,French Polynesia,11.01,Person
2564,Julia Carney,"763 Linda Port
Smallmouth, IA 78079",1981-11-07,Sao Tome and Principe,70.29,Company
2565,Christopher Smith,"71206 Walker Course Suite 468
Meyerfort, NE 78245",2025-05-13,Djibouti,45.28,Company
2566,Diana Bradshaw,"USS Turner
FPO AE 54769",1958-12-21,Venezuela,38.78,Person
2567,Scott Lynch,"04224 Anna Stravenue Suite 440
Campbellton, AK 91728",1942-04-10,France,64.35,Person
2568,Jonathan Mathis,"61694 Henderson Lodge
Curtisview, CO 09544",1978-04-25,Poland,28.18,Company
2569,Paul Shaw,"59971 Kelly Ports
Dorseystad, VT 63235",1988-01-29,Guadeloupe,68.81,Company
2570,Tina Jones,"65413 Deanna Street Apt. 731
Wareland, SD 06186",1945-05-14,Cameroon,39.3,Person
2571,Maurice Johnson,"54590 Alicia Views Suite 756
Mooreville, AL 65486",2005-05-12,Saint Kitts and Nevis,93.98,Person
2572,Christopher Sanders,"01654 Roberta Mount
Stephaniemouth, WI 02215",1929-02-20,Namibia,57.28,Person
2573,Gregg Davis,"7131 Justin Glens
New Autumnhaven, WV 77901",1911-04-30,Senegal,60.22,Company
2574,Ashley Chung,"772 Long Plaza Suite 751
Smithfort, AS 57167",1937-01-13,Netherlands Antilles,18.08,Company
2575,Christina Richardson,"90033 Clark Groves
North Amandaville, AK 22207",1996-05-23,United Arab Emirates,71.65,Company
2576,Bianca Richardson,"84800 Anderson Coves
Cannonton, FM 30117",2002-12-28,Montenegro,72.64,Person
2577,Manuel Miller,"544 Schroeder Forge Suite 858
East Edward, NH 67482",1911-07-11,Macao,89.9,Person
2578,Sheena Cervantes,"3854 Dominguez Oval
Holand, TX 83337",1925-06-12,Madagascar,83.37,Person
2579,Nicholas Robinson,"4533 Munoz Locks
Davidhaven, WA 22943",2003-12-19,Spain,49.52,Person
2580,Angela Stevens,"22878 Andrew Lake
Torresburgh, IA 69536",1955-02-03,Aruba,78.13,Company
2581,Theodore Camacho,"Unit 3787 Box 8156
DPO AE 67143",1990-03-27,Gibraltar,17.73,Person
2582,Shane Hahn,"030 Amanda Mission
West Danielleland, WA 43090",1967-03-22,South Africa,37.93,Company
2583,Christopher Macias,"32720 Aaron Highway
Ericview, PW 31549",1982-03-07,Mali,65.9,Company
2584,Cheryl Rivas,"PSC 7759, Box 3211
APO AA 10285",1930-10-27,Cocos (Keeling) Islands,48.15,Person
2585,Danielle Rogers,"2475 Woodard Mountain Suite 228
New Christopher, KS 32669",1976-04-02,Sudan,17.22,Person
2586,Carrie Ellis,"656 Garcia Junctions Apt. 003
Jasonfurt, AS 25222",1956-03-07,Togo,38.52,Company
2587,Mark Harris,"9048 Jones Flat
Gonzalezfort, WV 78012",1939-02-28,Honduras,4.47,Person
2588,Angela Brown,"99720 Christopher Shoal
Alexisbury, TX 02242",2016-01-17,Kazakhstan,48.59,Company
2589,Shannon Calhoun,"USCGC Stein
FPO AP 50835",1926-04-10,Tajikistan,37.54,Person
2590,Michelle Harmon,"91917 Amber Locks Apt. 243
East Leslieside, CO 28340",2022-01-31,Argentina,35.15,Company
2591,Alexandria Johnson,"02439 Wells Turnpike Apt. 193
Porterland, DE 08815",1947-08-26,Russian Federation,34.82,Person
2592,Kelsey Sweeney,"22345 Moore Inlet
Robertfurt, AZ 93070",1981-11-10,Saint Lucia,79.39,Person
2593,Rebecca Charles,"98074 Jackson Corners Suite 725
West Tara, NM 32736",1943-11-04,Christmas Island,78.98,Person
2594,Eric Taylor,"95588 Caitlin Parks Apt. 009
South Cathy, PA 01011",1985-09-14,Botswana,29.96,Person
2595,Katherine Miller,"0164 Mathis Mission
Stephenside, OR 32049",2002-05-21,Namibia,7.25,Company
2596,Nathaniel Parker,"45028 Knight Hollow Suite 965
Trevorbury, IL 62432",2011-02-06,Mayotte,93.84,Person
2597,Patrick Price,"24809 Brian Fork
New Kristina, DC 97241",1955-09-05,Hong Kong,92.96,Company
2598,Lauren Thompson,"570 Kimberly Isle Apt. 868
Stephanieville, NM 21302",1919-07-27,Venezuela,6.55,Person
2599,Christopher Waters,"31532 Shelby Garden Apt. 560
Williamchester, IL 22148",1963-01-07,Greenland,99.32,Person
2600,Mary Miller,"3194 Garcia Stravenue Apt. 597
New Jessica, CT 44302",1960-11-18,Western Sahara,42.62,Person
2601,Russell Taylor,"65375 Michael Via
Munozmouth, FL 80682",1918-01-08,Kiribati,42.62,Person
2602,Walter Mata,"388 Wendy Centers Apt. 306
Jamesview, SD 69517",1994-11-03,Russian Federation,11.21,Company
2603,Ronald Sanchez,"8871 Rachel Port
East Jessica, RI 07872",1984-06-19,Portugal,71.04,Company
2604,Natalie Larson,"5357 Cheryl Rue
South Allisontown, OK 73868",2012-10-28,Dominican Republic,83.78,Person
2605,William Hamilton,"379 Edward Square Suite 736
Lake Mark, MH 58022",1911-05-09,Tuvalu,95.96,Company
2606,Keith Gutierrez,"89076 Jeanette Cape Suite 882
New James, NH 29228",1918-08-16,Niger,44.71,Company
2607,Hunter Byrd,"1505 Patrick Coves
Blakeburgh, FM 26829",2004-10-30,United States Virgin Islands,57.02,Company
2608,Michael Garrison,"79728 Humphrey Court Suite 986
North Bruce, TX 69146",2009-08-12,Nicaragua,71.96,Person
2609,Yvonne Hernandez,"20519 Stevens Manor
New Kevin, MP 50518",1985-11-01,Papua New Guinea,45.17,Person
2610,Becky Kirby,"214 Hill Underpass
West Robert, WA 21802",1950-01-11,Poland,67.29,Company
2611,Maria Kemp,"Unit 7319 Box 0388
DPO AA 71900",1960-12-16,British Indian Ocean Territory (Chagos Archipelago),11.91,Company
2612,Charles Burke,"803 Matthew Ferry
Josephborough, MO 64929",1915-01-22,British Virgin Islands,38.64,Person
2613,Caitlyn Jensen,"21861 Henry Way
Lake Lynnburgh, MA 74643",1909-08-18,Sri Lanka,53.63,Company
2614,Katie Schultz,"53224 Pugh Gardens
Shanemouth, KY 41741",1972-06-28,Bermuda,98.34,Person
2615,Raymond Mills,"1113 Sharon Squares
Lake Melaniefurt, CT 29530",1981-11-27,Northern Mariana Islands,63.47,Company
2616,Erica Jensen,"94629 Page Court
Aprilstad, OK 67578",2004-10-04,Paraguay,26.12,Company
2617,Rhonda Kirby,"174 James Brooks Suite 957
South Johnview, AZ 93120",1986-08-06,Anguilla,74.42,Person
2618,Courtney Carpenter,"4958 Juan Ferry Apt. 266
Port Garyhaven, IA 05115",1999-07-17,Tokelau,1.31,Person
2619,Mark Cruz,"48830 Marie Field Apt. 840
New Catherine, PA 41027",1929-06-27,Saint Kitts and Nevis,11.83,Person
2620,Rachel Farmer MD,"229 Ian Neck Suite 833
Jacobtown, WI 53890",1988-08-09,United Arab Emirates,58.59,Company
2621,Nicole Morgan,"USCGC Spencer
FPO AP 51677",2003-04-04,United States of America,72.88,Company
2622,Andre Pena,"03275 Kayla Stream
Mcdonaldbury, FL 22002",2001-12-01,Christmas Island,21.12,Company
2623,Paul Willis,"29742 Moreno Radial
Michaelside, NM 33161",1958-03-25,United Kingdom,63.44,Person
2624,Joseph Ballard,"USNV Fields
FPO AA 49022",1961-05-23,Afghanistan,0.29,Company
2625,Eric Ortiz,"8299 Burch Canyon Apt. 133
Christophershire, MD 45696",1913-12-06,Antigua and Barbuda,42.63,Company
2626,Amber Nelson,"212 Lucas Village Apt. 209
Powellborough, GU 93617",1995-03-12,Ukraine,73.99,Person
2627,Willie Cervantes,"14135 Peterson Common
Medinaview, ID 41842",1975-03-12,Bulgaria,68.57,Person
2628,Colleen Henry,"492 Erickson Pike
Andersonton, DC 08719",2008-06-02,Estonia,66.16,Person
2629,Michael Reynolds,"0135 Whitaker Shores
North Allen, AL 32277",1940-09-12,Japan,92.99,Company
2630,Angela Adams,"USNS Smith
FPO AP 69605",1953-11-20,Greece,14.43,Person
2631,Eric Miller,"8544 Reynolds Lake Apt. 877
Wadeland, GA 67519",1920-04-27,Sao Tome and Principe,46.19,Company
2632,Harold Barajas,"633 Tracy Hollow
South Cindyville, MO 64561",2014-11-20,Cameroon,20.6,Person
2633,Joshua English,"526 Campbell Cliff Suite 068
East Charles, KS 33465",1919-02-27,United Arab Emirates,97.25,Company
2634,Blake Mata,"6809 Robert Streets
Lake Spencer, OH 05929",1959-11-02,Nauru,92.44,Company
2635,Annette Johnson,"68972 Kelly Views
Joshuabury, DE 49977",1911-04-26,Turkmenistan,45.67,Company
2636,Jeffrey Lucas,"7934 Anthony Squares Apt. 756
Port Calvin, MI 98675",1970-09-11,Australia,12.52,Company
2637,Erica Frost,"55228 Myers Green Apt. 831
Port Heather, MD 11744",1994-07-19,Saint Lucia,56.73,Person
2638,Matthew Fowler,"76645 Todd Rapid
Nguyenmouth, PW 74215",1928-04-29,China,29.99,Person
2639,Sharon King,"158 King Corner Apt. 775
Port Nathan, FM 69037",1995-05-07,American Samoa,36.94,Company
2640,William Lin,"26938 Alicia Summit Apt. 585
South Briannahaven, WY 45221",1994-06-08,Lesotho,72.02,Person
2641,Antonio Gallagher,"7173 Brian Parks Apt. 677
Conleystad, AR 88095",1950-10-25,Nauru,73.47,Person
2642,Christopher Rogers,"8327 Michael Ford Suite 439
Austinmouth, DC 75267",1914-03-03,Jersey,30.63,Person
2643,Darin Herrera,"7814 Oliver Rue
Mooreview, ND 26433",1936-11-24,Heard Island and McDonald Islands,36.0,Person
2644,Thomas Mcknight,"3275 Washington Overpass
Howardborough, MO 23264",1972-06-29,Mauritius,47.64,Person
2645,Brandi Williams,"57747 Scott Extensions Apt. 851
Johnstad, WV 19316",2022-09-04,United States of America,58.57,Company
2646,Robert Clark,"73278 Ruiz Court Apt. 138
Port Kevin, FL 00920",1963-03-10,Bahrain,23.05,Person
2647,Ian Abbott,"041 Kelly Mountain Apt. 377
Port Jadeland, NE 50094",1959-05-29,Gibraltar,3.12,Person
2648,James Stevenson,"402 Williams Lane
Nelsonmouth, UT 83877",1994-11-27,Lebanon,22.2,Company
2649,Cheryl Edwards,"PSC 6457, Box 7561
APO AA 97908",1942-10-08,Ukraine,91.71,Person
2650,Michelle Hickman,"72237 Roberts Spring
Evansfurt, HI 41737",1924-04-29,Romania,7.94,Person
2651,James Sexton,"9849 Hamilton Via Apt. 587
Robinmouth, MA 41889",2015-11-23,Saint Lucia,39.04,Company
2652,William Palmer MD,"886 Christian Brook Suite 942
Maryshire, ME 47670",2008-10-15,Ghana,54.95,Person
2653,Mark Price,"PSC 1871, Box 5655
APO AE 80884",1985-05-17,Pitcairn Islands,37.62,Company
2654,Robert Nelson,"293 Ricky Viaduct
South Nathanielland, RI 97555",1941-07-31,Slovakia (Slovak Republic),34.02,Company
2655,Vickie Thompson,"4367 Collier Ville
Bethside, TX 71238",2009-02-25,Mauritius,67.93,Person
2656,Kylie Chang,"6959 Patricia Wall Suite 997
Lynchhaven, NH 19342",1921-08-17,Dominica,25.67,Company
2657,Lawrence Weaver,"PSC 8264, Box 8880
APO AE 69413",1917-03-21,Turks and Caicos Islands,98.91,Company
2658,Jill Wilson,"34090 Blackwell Center Apt. 800
Lake Jamesstad, NM 02623",1918-07-09,Qatar,63.14,Company
2659,Aaron Ortega,"6291 Thomas Mews Apt. 448
Stephenview, NY 91860",1938-08-12,Panama,50.27,Person
2660,Paula Tucker,"4663 Smith Court
East Ashleyfort, AL 24337",1956-04-06,Guinea-Bissau,87.0,Person
2661,Carla Ponce,"029 Williamson Plain
Brookeville, CA 08924",1967-03-25,Mongolia,11.51,Company
2662,Angela Wyatt,"3490 Williams Knolls Suite 762
North Justinfort, VT 55173",1955-12-10,India,44.44,Person
2663,Daniel Morse,"779 Ethan Lakes
Christophermouth, CO 69256",1924-07-01,Japan,19.39,Company
2664,Michael Pham,"57035 Mccoy Curve
Lake Michael, NJ 70164",1961-08-14,Svalbard & Jan Mayen Islands,6.8,Company
2665,Melissa Neal,"5221 Ryan Stream Suite 032
North Peterberg, GA 55777",1951-07-16,Tokelau,25.93,Company
2666,Amy Brown,"8103 White Glens Apt. 380
South Heathermouth, AZ 97623",2004-08-06,Armenia,32.25,Person
2667,Julie Gilmore,"336 Carr Viaduct Apt. 813
Port Sarahberg, MI 04830",1968-07-23,Northern Mariana Islands,87.68,Company
2668,Keith Lee,"7960 Kevin Keys
North Cindyburgh, AK 65825",1991-09-06,Croatia,8.58,Company
2669,Richard Velasquez,"Unit 5818 Box 9145
DPO AP 49740",1917-12-09,San Marino,37.32,Company
2670,Jeffrey Davis,"606 Kelly Fort
South Mariaside, LA 04947",1971-07-01,Colombia,98.64,Person
2671,Robert Martinez,"5605 Carpenter Island
Sampsonport, OH 35687",2014-02-28,Namibia,93.14,Company
2672,Claire Webb,"7272 Melissa Dam
South Sarahshire, UT 61435",1979-10-31,Finland,10.61,Person
2673,Malik Neal,"2752 William Gardens Suite 293
Port Victoria, VA 90410",1994-11-10,Tajikistan,33.58,Company
2674,Michael Harrison,"487 Moreno Square Apt. 458
Kaneside, FM 15887",1954-02-01,Czech Republic,16.35,Company
2675,Traci Bowers,"7731 Moran Vista Apt. 228
Palmerburgh, VA 08116",1977-12-24,Korea,1.4,Company
2676,John Benton,"6290 Edward Wells Suite 762
Port Michaelside, MD 69236",1976-12-24,Cote d'Ivoire,34.6,Company
2677,Tyler Williams,"PSC 8776, Box 7226
APO AE 14105",1995-11-03,Belgium,13.47,Person
2678,Lee Jackson MD,"494 Thomas Squares
East Jasmine, MO 49268",2003-07-26,British Virgin Islands,78.78,Company
2679,Marcia Sharp,"235 David Green Apt. 214
Port Roberto, NH 09709",1989-11-17,Oman,50.8,Company
2680,Angelica Reynolds,"9580 Phillips Valleys Suite 701
Diazshire, NC 56795",1931-06-01,Dominica,77.82,Person
2681,Nathan Fuentes,"PSC 8441, Box 3531
APO AE 37378",1913-06-24,Saint Helena,2.49,Person
2682,Robert Haynes,"00974 Michael Corner
Ramosville, MS 61399",1923-05-23,Mauritania,51.93,Company
2683,Jacob King,"303 Lisa Ferry Suite 016
Jacobburgh, IA 46649",2008-08-14,Bulgaria,42.2,Person
2684,Sharon Evans,"0242 Ryan Lock Apt. 953
Austinfort, CA 26094",1991-10-18,Saint Barthelemy,32.69,Person
2685,Carol Levy,"6931 Christopher Parks
Port Michael, WV 88496",1964-04-06,Malawi,86.29,Person
2686,Michael Davis,"16856 Price Fort Suite 944
South Steven, WY 00992",1996-10-07,Congo,40.35,Company
2687,Rachel Moore,"Unit 8436 Box 5609
DPO AA 49321",1965-06-15,Kyrgyz Republic,76.94,Person
2688,Jim Taylor,"133 Martha Cape
Lake Connorburgh, NM 15089",1991-07-11,French Southern Territories,24.12,Company
2689,Jennifer Miller,"USNS Ruiz
FPO AP 45160",1931-11-09,Turkey,94.46,Person
2690,Joel Walter,"169 Paul Key
West Aaronborough, OK 39981",1921-12-02,Guyana,79.88,Company
2691,Nicholas Castillo,"80931 Sharon Spur Apt. 756
Nielsenfurt, ND 80105",1979-06-21,Iran,35.82,Company
2692,Keith Rodriguez,"6868 Vaughn Tunnel
West Angelaport, SD 01492",1930-07-13,Martinique,21.45,Company
2693,Jennifer Little,"842 Hobbs Burgs
Meganfort, WI 55546",2021-06-28,Faroe Islands,66.27,Company
2694,Sharon Rowe,"USNS Lowe
FPO AE 16262",1993-02-19,Suriname,22.15,Company
2695,Shawn Sheppard,"PSC 0563, Box 2732
APO AE 63554",1983-12-28,Morocco,88.88,Person
2696,Joshua Rubio,"49184 Howard Plains Suite 337
Bettyton, MP 05214",2014-07-21,Tonga,72.76,Person
2697,Vincent Myers,"5162 Colon Lock
Port Kendrachester, TN 37113",1974-11-08,Guam,20.45,Person
